Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,DateTime,dayOfWeek,busyness_(%),Rain_(mm)
malay,male,fat,35.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,9,no,22.0,1.0,8.0,2.908265235,101.646757,2.0,2015-11-02 18:06:43,Wednesday,25,2.38
indian,male,moderate,50.0,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,5,7,no,26.0,4.0,16.0,2.94598195,101.6560701,1.0,2015-11-02 18:39:35,Wednesday,25,2.38
malay,female,thin,33.0,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,3,10,no,32.0,5.0,9.0,2.937364649,101.6856716,1.0,2015-11-02 18:39:35,Wednesday,25,2.38
malay,female,moderate,34.0,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,6,7,no,53.0,0.0,9.0,2.934838576,101.7238196,1.0,2015-11-02 19:00:24,Wednesday,30,2.38
malay,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,9,no,48.0,3.0,11.0,2.936138329,101.7184584,1.0,2015-11-02 19:02:13,Wednesday,30,2.38
chinese,male,fat,54.0,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,50.0,5.0,9.0,2.935664733,101.7007438,2.0,2015-11-02 19:14:08,Wednesday,30,2.38
indian,female,moderate,52.0,no,no_kids,big,red,casual,orange,short_sleeve,black,short,clothes,5,8,no,11.0,2.0,9.0,2.960788038,101.6495573,1.0,2015-11-02 19:14:08,Wednesday,30,2.38
malay,female,moderate,38.0,no,no_kids,big,blue,casual,white,short_sleeve,red,short,clothes,3,10,no,33.0,0.0,18.0,2.916069594,101.7182686,3.0,2015-11-02 19:35:06,Wednesday,30,2.38
foreigner ,male,thin,43.0,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no,39.0,2.0,10.0,2.908670847,101.7407729,2.0,2015-11-02 19:36:41,Wednesday,30,2.38
foreigner ,male,thin,45.0,no,no_kids,big,green,casual,green,short_sleeve,black,long,clothes,3,8,no,51.0,0.0,14.0,2.935895507,101.6683542,3.0,2015-11-02 19:49:45,Wednesday,30,2.38
malay,male,moderate,52.0,no,no_kids,big,blue,traditional,brown,long sleeve,brown,long,clothes,6,9,yes,27.0,0.0,21.0,2.91131555,101.679802,2.0,2015-11-02 20:11:16,Wednesday,35,2.38
malay,male,fat,41.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no,39.0,4.0,10.0,2.924567622,101.7276728,3.0,2015-11-02 20:43:51,Wednesday,35,2.38
malay,female,thin,53.0,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no,35.0,4.0,16.0,2.914400354,101.7357973,3.0,2015-11-02 21:31:46,Wednesday,40,2.38
malay,male,thin,39.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,4,8,yes,43.0,5.0,14.0,2.923221244,101.649769,3.0,2015-11-02 21:36:02,Wednesday,40,2.38
indian,male,moderate,32.0,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no,18.0,1.0,14.0,2.973088648,101.6651585,3.0,2015-11-02 22:08:41,Wednesday,45,2.38
indian,female,thin,33.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,54.0,5.0,7.0,2.933525997,101.7384456,2.0,2015-11-02 23:09:00,Wednesday,45,2.38
indian,female,fat,46.0,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,39.0,5.0,17.0,2.912532462,101.6392835,1.0,2015-11-02 23:12:22,Wednesday,45,2.38
indian,female,fat,30.0,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no,14.0,2.0,21.0,2.909648859,101.7357739,3.0,2015-11-02 23:14:25,Wednesday,45,2.38
chinese,male,moderate,55.0,no,no_kids,big,white,casual,blue,short_sleeve,white,short,clothes,5,10,no,29.0,5.0,12.0,2.934576867,101.6463404,2.0,2015-11-03 00:26:16,Wednesday,50,7.77
indian,male,moderate,35.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no,11.0,1.0,13.0,2.914040327,101.6617645,1.0,2015-11-03 09:20:56,Wednesday,20,7.77
malay,female,thin,34.0,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no,54.0,3.0,15.0,2.930154141,101.6609396,3.0,2015-11-03 10:39:34,Wednesday,15,7.77
chinese,male,moderate,55.0,no,no_kids,big,black,casual,brown,short_sleeve,black,short,clothes,3,7,no,24.0,5.0,16.0,2.917883712,101.719975,2.0,2015-11-03 14:27:01,Wednesday,10,7.77
chinese,male,thin,45.0,no,no_kids,big,red,casual,red,short_sleeve,blue_jeans,short,clothes,4,8,no,45.0,0.0,18.0,2.940978723,101.6433598,3.0,2015-11-03 17:15:38,Wednesday,15,7.77
malay,female,fat,31.0,no,no_kids,big,blue,casual,blue,long sleeve,blue,long,clothes,4,8,no,51.0,1.0,18.0,2.928152378,101.7331086,2.0,2015-11-03 17:51:32,Wednesday,15,7.77
chinese,female,thin,41.0,no,no_kids,big,orange,casual,grey,long sleeve,black,long,clothes,3,8,no,18.0,3.0,16.0,2.928966658,101.703524,2.0,2015-11-03 18:47:12,Wednesday,25,7.77
foreigner ,male,thin,42.0,no,no_kids,big,white,casual,white,short_sleeve,pink,short,clothes,6,9,no,16.0,2.0,15.0,2.939141274,101.6448118,2.0,2015-11-03 19:16:59,Wednesday,30,7.77
foreigner ,female,fat,54.0,no,no_kids,big,white,casual,green,long sleeve,white,long,blankets,5,8,no,48.0,5.0,20.0,2.909665212,101.7179025,3.0,2015-11-03 19:37:38,Wednesday,30,7.77
chinese,female,thin,44.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,6,10,no,29.0,0.0,7.0,2.951422754,101.731309,1.0,2015-11-03 19:40:43,Wednesday,30,7.77
malay,female,moderate,47.0,no,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no,42.0,3.0,7.0,2.910426184,101.6647436,1.0,2015-11-03 19:40:43,Wednesday,30,7.77
malay,male,fat,29.0,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no,60.0,5.0,15.0,2.954490883,101.7302788,3.0,2015-11-03 20:20:31,Wednesday,35,7.77
malay,female,fat,41.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,6,9,no,29.0,4.0,7.0,2.934852095,101.6800077,3.0,2015-11-03 20:22:04,Wednesday,35,7.77
malay,female,thin,50.0,no,no_kids,big,grey,casual,green,short_sleeve,grey,short,clothes,6,10,no,37.0,4.0,20.0,2.92262312,101.6290685,3.0,2015-11-03 20:44:37,Wednesday,35,7.77
chinese,female,thin,41.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,blankets,3,7,no,60.0,5.0,18.0,2.970555551,101.6721027,1.0,2015-11-03 21:15:51,Wednesday,40,7.77
malay,female,fat,48.0,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no,11.0,5.0,14.0,2.963808387,101.6600931,2.0,2015-11-03 21:15:51,Wednesday,40,7.77
malay,male,thin,34.0,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes,15.0,1.0,15.0,2.966209275,101.7455878,1.0,2015-11-03 21:30:09,Wednesday,40,7.77
malay,male,fat,29.0,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no,12.0,1.0,20.0,2.926046437,101.7119397,2.0,2015-11-03 21:32:52,Wednesday,40,7.77
malay,male,thin,32.0,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no,37.0,4.0,7.0,2.911749896,101.7255672,2.0,2015-11-03 22:32:11,Wednesday,45,7.77
malay,male,moderate,29.0,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no,45.0,2.0,9.0,2.937933841,101.6562815,1.0,2015-11-03 22:33:00,Wednesday,45,7.77
chinese,male,moderate,54.0,yes,young,big,black,casual,grey,short_sleeve,red,long,clothes,4,8,no,46.0,3.0,18.0,2.926061332,101.7117079,2.0,2015-11-03 22:42:30,Wednesday,45,7.77
malay,male,moderate,42.0,no,no_kids,big,black,casual,grey,long sleeve,green,long,clothes,3,7,no,31.0,5.0,19.0,2.933072334,101.7428656,3.0,2015-11-03 22:42:30,Wednesday,45,7.77
malay,female,moderate,40.0,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,8,no,49.0,3.0,13.0,2.904386788,101.7064919,2.0,2015-11-03 23:30:29,Wednesday,45,7.77
malay,female,fat,35.0,no,no_kids,big,green,casual,red,short_sleeve,grey,long,clothes,5,7,no,21.0,1.0,14.0,2.957069393,101.6707545,1.0,2015-11-03 23:30:29,Wednesday,45,7.77
malay,male,moderate,37.0,no,no_kids,big,red,casual,brown,short_sleeve,white,long,blankets,3,7,no,15.0,0.0,7.0,2.916985714,101.6429315,2.0,2015-11-03 23:39:34,Wednesday,45,7.77
chinese,male,thin,31.0,no,no_kids,big,black,casual,white,short_sleeve,grey,long,clothes,4,8,no,54.0,0.0,18.0,2.968319216,101.7471253,3.0,2015-11-03 23:54:41,Wednesday,45,7.77
foreigner ,female,fat,28.0,no,no_kids,big,green,casual,grey,short_sleeve,blue_jeans,long,clothes,6,8,no,22.0,1.0,20.0,2.922829261,101.7104236,2.0,2015-11-04 02:39:24,Saturday,70,5.58
foreigner ,female,moderate,44.0,no,no_kids,big,red,casual,pink,short_sleeve,grey,long,clothes,4,9,no,49.0,0.0,8.0,2.931169685,101.662908,1.0,2015-11-04 02:39:24,Saturday,70,5.58
indian,male,moderate,33.0,no,no_kids,big,purple,casual,white,short_sleeve,black,long,clothes,5,10,yes,42.0,4.0,16.0,2.970966455,101.6698387,2.0,2015-11-04 03:59:41,Saturday,60,5.58
malay,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,grey,short,blankets,5,9,no,35.0,4.0,11.0,2.910689023,101.67458,2.0,2015-11-04 05:40:28,Saturday,70,5.58
malay,male,thin,37.0,no,no_kids,small,white,casual,white,short_sleeve,black,long,clothes,4,9,no,54.0,1.0,13.0,2.934458597,101.7177281,1.0,2015-11-04 07:25:24,Saturday,30,5.58
malay,male,moderate,39.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,no,11.0,5.0,7.0,2.96958788,101.7254229,3.0,2015-11-04 07:51:40,Saturday,30,5.58
indian,male,moderate,35.0,no,no_kids,big,blue,formal,white,short_sleeve,brown,long,clothes,6,9,no,55.0,2.0,17.0,2.968260802,101.6848408,1.0,2015-11-04 08:47:54,Saturday,30,5.58
malay,male,thin,28.0,yes,toddler,big,white,casual,white,short_sleeve,black,short,clothes,3,7,yes,12.0,3.0,9.0,2.91671785,101.6677269,3.0,2015-11-04 10:01:50,Saturday,25,5.58
malay,male,thin,44.0,no,no_kids,big,black,formal,white,short_sleeve,black,long,clothes,3,10,no,17.0,0.0,11.0,2.960871822,101.6574153,2.0,2015-11-04 10:29:45,Saturday,25,5.58
indian,female,thin,34.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,6,8,no,20.0,3.0,8.0,2.926339562,101.6691782,1.0,2015-11-04 11:41:09,Saturday,25,5.58
indian,male,moderate,48.0,no,no_kids,big,white,formal,red,short_sleeve,black,long,clothes,4,7,no,25.0,5.0,14.0,2.908306481,101.6971095,3.0,2015-11-04 12:06:55,Saturday,30,5.58
indian,male,fat,47.0,no,no_kids,big,blue,casual,purple,short_sleeve,black,long,clothes,5,9,no,52.0,5.0,13.0,2.956370061,101.636508,2.0,2015-11-05 15:38:39,Monday,30,6.04
malay,male,moderate,55.0,no,no_kids,big,brown,casual,red,short_sleeve,black,short,clothes,6,7,yes,60.0,4.0,13.0,2.957976267,101.7435219,1.0,2015-11-05 15:47:02,Monday,30,6.04
malay,female,thin,37.0,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,5,10,no,16.0,3.0,16.0,2.96906478,101.7157433,1.0,2015-11-05 15:52:08,Monday,30,6.04
indian,male,moderate,31.0,no,no_kids,big,red,casual,green,short_sleeve,grey,long,clothes,6,7,no,44.0,1.0,12.0,2.923026271,101.7435967,2.0,2015-11-15 07:09:32,Sunday,65,3.01
foreigner ,female,thin,46.0,no,no_kids,big,red,traditional,green,long sleeve,green,long,clothes,5,10,no,53.0,1.0,20.0,2.951763863,101.6804407,2.0,2015-11-15 07:29:00,Sunday,65,3.01
indian,male,thin,30.0,no,no_kids,big,white,casual,white,short_sleeve,black,short,clothes,5,7,no,58.0,2.0,19.0,2.931182467,101.7222527,3.0,2015-11-15 08:23:09,Sunday,60,3.01
foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,blue,short_sleeve,grey,long,clothes,6,7,no,38.0,3.0,10.0,2.910573765,101.7366352,2.0,2015-11-15 08:39:05,Sunday,60,3.01
malay,female,moderate,29.0,yes,baby,big,pink,casual,black,short_sleeve,blue_jeans,long,clothes,4,8,no,16.0,5.0,8.0,2.928944835,101.6847153,1.0,2015-11-15 09:04:26,Sunday,55,3.01
indian,female,thin,54.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,short,clothes,3,8,no,19.0,2.0,8.0,2.933115908,101.6422876,1.0,2015-11-15 09:22:56,Sunday,55,3.01
malay,female,moderate,45.0,yes,toddler,big,brown,casual,black,short_sleeve,blue_jeans,long,clothes,5,9,no,13.0,3.0,17.0,2.904754674,101.6443565,3.0,2015-11-15 09:38:17,Sunday,55,3.01
chinese,male,thin,53.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,10,no,55.0,2.0,11.0,2.904908738,101.7302087,2.0,2015-11-15 09:58:59,Sunday,55,3.01
malay,female,moderate,48.0,no,no_kids,big,black,casual,white,short_sleeve,black,long,clothes,3,7,no,24.0,2.0,14.0,2.946324655,101.6486332,3.0,2015-11-15 09:58:59,Sunday,55,3.01
indian,female,thin,36.0,no,no_kids,big,black,formal,red,long sleeve,black,long,blankets,3,7,no,34.0,3.0,11.0,2.95691776,101.7431918,2.0,2015-11-15 10:26:01,Sunday,50,3.01
chinese,male,moderate,45.0,no,no_kids,big,red,casual,grey,short_sleeve,black,short,clothes,4,9,no,29.0,3.0,14.0,2.96851394,101.737822,1.0,2015-11-15 10:49:03,Sunday,50,3.01
indian,female,moderate,46.0,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,30.0,3.0,18.0,2.93423585,101.6872183,1.0,2015-11-15 11:25:15,Sunday,45,3.01
indian,female,thin,53.0,yes,baby,big,red,casual,white,short_sleeve,black,long,clothes,4,8,no,60.0,4.0,10.0,2.972375305,101.6334989,1.0,2015-11-15 11:28:47,Sunday,45,3.01
malay,female,fat,38.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,6,10,no,47.0,1.0,12.0,2.924209926,101.7295567,3.0,2015-11-15 11:32:19,Sunday,45,3.01
chinese,male,thin,53.0,no,no_kids,big,yellow,casual,black,short_sleeve,black,long,clothes,5,7,no,17.0,2.0,10.0,2.912903192,101.7239796,2.0,2015-11-15 12:19:53,Sunday,40,3.01
indian,male,thin,53.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,4,10,no,16.0,3.0,9.0,2.949623745,101.7422616,1.0,2015-11-15 13:37:39,Sunday,35,3.01
indian,male,thin,41.0,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,10,no,34.0,2.0,20.0,2.910016739,101.6325166,2.0,2015-11-15 13:56:02,Sunday,35,3.01
malay,male,thin,50.0,yes,young,big,blue,casual,white,short_sleeve,blue_jeans,long,clothes,4,8,no,34.0,5.0,17.0,2.911332763,101.656706,2.0,2015-11-15 14:37:49,Sunday,35,3.01
indian,female,thin,35.0,no,no_kids,big,blue,casual,blue,short_sleeve,blue,short,blankets,6,10,no,12.0,2.0,12.0,2.966208972,101.68881,2.0,2015-11-15 14:49:07,Sunday,35,3.01
chinese,female,moderate,30.0,no,no_kids,big,white,casual,white,short_sleeve,grey,long,blankets,3,7,no,19.0,0.0,13.0,2.966446368,101.6444642,2.0,2015-11-15 14:57:02,Sunday,35,3.01
malay,female,moderate,40.0,yes,young,big,purple,casual,pink,short_sleeve,grey,long,clothes,3,7,no,41.0,1.0,8.0,2.962576415,101.6701237,3.0,2015-11-23 16:05:10,Monday,30,1.26
malay,female,fat,54.0,yes,young,big,red,casual,brown,long sleeve,blue_jeans,long,clothes,6,10,no,26.0,0.0,13.0,2.922779633,101.6844159,1.0,2015-11-23 17:17:00,Monday,30,1.26
indian,male,fat,48.0,no,no_kids,big,yellow,casual,white,short_sleeve,black,long,clothes,4,7,no,16.0,4.0,9.0,2.960326677,101.6821655,3.0,2015-11-23 17:34:57,Monday,30,1.26
chinese,male,fat,45.0,no,no_kids,big,green,casual,black,short_sleeve,blue_jeans,long,clothes,5,10,no,12.0,3.0,18.0,2.904890235,101.6777575,3.0,2015-11-23 17:48:01,Monday,30,1.26
malay,female,moderate,45.0,no,no_kids,small,white,casual,brown,long sleeve,blue,long,clothes,4,9,no,57.0,2.0,10.0,2.951330973,101.6562707,2.0,2015-11-23 17:48:01,Monday,30,1.26
foreigner ,female,thin,49.0,no,no_kids,big,black,casual,black,long sleeve,black,long,clothes,4,8,no,53.0,2.0,14.0,2.952011604,101.6882389,2.0,2015-11-23 19:14:05,Monday,30,1.26
chinese,male,fat,32.0,no,no_kids,big,green,casual,black,short_sleeve,white,short,clothes,4,7,yes,51.0,4.0,7.0,2.942341165,101.6382579,2.0,2015-11-23 19:21:16,Monday,30,1.26
indian,male,moderate,30.0,no,no_kids,big,green,casual,black,short_sleeve,brown,short,clothes,6,7,no,54.0,2.0,20.0,2.936384606,101.6625599,3.0,2015-11-23 20:06:27,Monday,35,1.26
indian,male,fat,51.0,no,no_kids,big,white,casual,white,short_sleeve,green,long,clothes,6,10,no,43.0,1.0,15.0,2.964675398,101.6622792,1.0,2015-11-23 20:09:49,Monday,35,1.26
indian,male,fat,53.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,4,10,no,37.0,1.0,14.0,2.947184531,101.7208577,2.0,2015-11-23 20:43:44,Monday,35,1.26
foreigner ,male,fat,52.0,no,no_kids,big,white,casual,orange,short_sleeve,brown,long,blankets,3,10,no,43.0,3.0,15.0,2.96270826,101.7253465,3.0,2015-11-23 20:47:06,Monday,35,1.26
malay,female,thin,33.0,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,4,8,no,50.0,0.0,9.0,2.914761784,101.7267677,2.0,2015-11-23 20:47:06,Monday,35,1.26
malay,female,thin,45.0,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,6,7,no,33.0,4.0,8.0,2.907246249,101.6522218,1.0,2015-11-23 20:47:06,Monday,35,1.26
chinese,male,thin,31.0,no,no_kids,big,white,casual,white,short_sleeve,blue ,long,clothes,5,7,no,21.0,5.0,21.0,2.933184765,101.6658657,3.0,2015-11-23 22:52:37,Monday,50,1.26
foreigner ,female,moderate,36.0,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,long,clothes,6,10,no,55.0,3.0,19.0,2.9705451,101.7010647,2.0,2015-11-23 22:56:54,Monday,50,1.26
indian,male,thin,53.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,5,7,no,34.0,0.0,12.0,2.930370894,101.7112381,1.0,2015-11-23 23:22:38,Monday,55,1.26
chinese,male,fat,45.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,3,9,no,35.0,3.0,17.0,2.967117984,101.6460316,3.0,2015-11-23 23:29:33,Monday,55,1.26
foreigner ,female,fat,36.0,no,no_kids,big,pink,casual,blue,short_sleeve,black,long,clothes,4,8,no,47.0,4.0,21.0,2.966442345,101.6869664,3.0,2015-11-24 09:07:40,Tuesday,25,5.73
indian,male,moderate,49.0,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,6,10,no,13.0,0.0,10.0,2.951461224,101.6367503,1.0,2015-11-24 10:49:42,Tuesday,15,5.73
chinese,male,fat,55.0,no,no_kids,big,black,casual,orange,long sleeve,black,short,clothes,4,10,no,32.0,2.0,15.0,2.918519782,101.6461944,2.0,2015-11-24 10:49:42,Tuesday,15,5.73
indian,female,fat,45.0,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,10,no,55.0,2.0,20.0,2.90733139,101.6643297,1.0,2015-11-24 11:26:29,Tuesday,15,5.73
chinese,female,fat,37.0,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,4,9,no,26.0,1.0,10.0,2.950513539,101.6970397,1.0,2015-11-24 12:25:41,Tuesday,15,5.73
indian,male,moderate,55.0,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,short,blankets,5,10,no,14.0,0.0,10.0,2.926278207,101.7273716,3.0,2015-11-24 12:49:01,Tuesday,15,5.73
indian,male,thin,54.0,no,no_kids,big,green,casual,white,short_sleeve,black,long,clothes,4,8,no,26.0,4.0,14.0,2.92246925,101.6593863,2.0,2015-11-24 14:40:25,Tuesday,15,5.73
indian,male,moderate,30.0,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,9,yes,59.0,3.0,13.0,2.942311347,101.6852152,2.0,2015-11-24 16:03:37,Tuesday,10,5.73
foreigner ,male,moderate,54.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,4,9,no,46.0,0.0,11.0,2.934339295,101.646955,2.0,2015-11-24 16:45:13,Tuesday,10,5.73
indian,male,thin,40.0,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,5,8,no,60.0,0.0,12.0,2.938443261,101.6592049,1.0,2015-11-24 20:13:57,Tuesday,15,5.73
chinese,male,fat,35.0,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,5,9,yes,54.0,3.0,12.0,2.968674987,101.7202974,2.0,2015-11-24 20:44:29,Tuesday,15,5.73
indian,male,moderate,52.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,no,51.0,3.0,13.0,2.931517769,101.6988397,1.0,2015-11-24 21:30:58,Tuesday,25,5.73
indian,male,moderate,39.0,yes,baby,big,green,casual,orange,short_sleeve,black,long,clothes,6,9,no,59.0,5.0,10.0,2.955359759,101.6776215,1.0,2015-11-24 22:08:41,Tuesday,40,5.73
indian,female,moderate,44.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,8,no,60.0,3.0,13.0,2.954643723,101.7279684,2.0,2015-11-24 22:35:22,Tuesday,40,5.73
indian,female,thin,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,41.0,4.0,17.0,2.925289135,101.7214419,2.0,2015-11-25 14:11:15,Wednesday,10,13.41
chinese,male,fat,52.0,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,7,no,41.0,2.0,14.0,2.945827217,101.7215102,1.0,2015-11-25 14:11:15,Wednesday,10,13.41
indian,female,fat,39.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,4,9,no,24.0,2.0,16.0,2.931916704,101.7171782,1.0,2015-11-25 15:27:34,Wednesday,10,13.41
indian,male,moderate,31.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,11.0,3.0,7.0,2.941656061,101.6823808,1.0,2015-11-25 16:35:21,Wednesday,15,13.41
indian,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,4,8,no,44.0,2.0,14.0,2.920833272,101.7343293,1.0,2015-11-25 16:35:21,Wednesday,15,13.41
foreigner ,female,moderate,41.0,no,no_kids,big,red,casual,red,short_sleeve,orange,long,clothes,4,8,no,33.0,0.0,9.0,2.963413309,101.723302,1.0,2015-11-25 18:07:55,Wednesday,25,13.41
chinese,male,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,black,short,clothes,6,10,no,41.0,2.0,8.0,2.917132211,101.7280302,2.0,2015-11-25 21:25:02,Wednesday,40,13.41
indian,female,moderate,50.0,no,no_kids,big,blue,casual,black ,short_sleeve,blue,short,clothes,3,9,yes,31.0,1.0,16.0,2.90851852,101.6350378,2.0,2015-11-25 21:58:23,Wednesday,40,13.41
indian,female,fat,32.0,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no,18.0,4.0,9.0,2.95076868,101.7380348,1.0,2015-11-25 21:58:23,Wednesday,40,13.41
chinese,female,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,48.0,4.0,11.0,2.937629838,101.7286312,1.0,2015-11-25 21:59:20,Wednesday,40,13.41
chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,7,no,35.0,1.0,11.0,2.971568371,101.7236585,3.0,2015-11-25 22:30:03,Wednesday,45,13.41
foreigner ,female,thin,47.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,6,8,no,57.0,4.0,17.0,2.922369597,101.7220953,2.0,2015-11-25 22:33:38,Wednesday,45,13.41
